Please enter Item Code to get item taxes,请输入物料代码以获取物料税,
Please enter Warehouse and Date,请输入仓库和日期,
Please login as a Marketplace User to edit this item.,请以市场用户身份登录以编辑此物料。,
Please login as a Marketplace User to report this item.,请以市场用户身份登录以报告此物料。,
Please select <b>Template Type</b> to download template,请选择<b>模板类型</b>以下载模板,
Please select Customer first,请先选择客户,
Please select Item Code first,请先选择物料代码,
Please select a Delivery Note,请选择送货单,
Please select a Sales Person for item: {0},请为物料{0}选择销售人员,
Please select the customer.,请选择客户。,
Please set a Supplier against the Items to be considered in the Purchase Order.,请在采购订单中为相关物料设置供应商。,
Please set account heads in GST Settings for Company {0},请在Company {0}的GST设置中设置账户头,
Please set an email id for the Lead {0},请为潜在客户{0}设置电子邮件ID,
Please set default UOM in Stock Settings,请在库存设置中设置默认单位,
Please set filter based on Item or Warehouse due to a large amount of entries.,由于条目数量大，请基于物料或仓库设置过滤器。,
Please set up the Campaign Schedule in the Campaign {0},请在活动{0}中设置活动计划,
Please set valid GSTIN No. in Company Address for company {0},请在公司地址中为公司{0}设置有效的GSTIN号,
Please setup a default bank account for company {0},请为公司{0}设置默认银行账户,
Please specify,请指定,
Please specify a {0},请指定一个{0},
Priority,优先级,
Priority has been changed to {0}.,优先级已更改为{0}。,
Priority {0} has been repeated.,优先级{0}已重复。,
Processing XML Files,处理XML文件,
Profitability,盈利能力,
Project,项目,
Provide the academic year and set the starting and ending date.,提供学年并设置开始和结束日期。,
Public token is missing for this bank,此银行缺少公共令牌,
Publish 1 Item,发布1个物料,
Publish Items,发布物料,
Publish More Items,发布更多物料,
Publish Your First Items,发布您的第一个物料,
Publish {0} Items,发布{0}个物料,
Published Items,已发布物料,
Purchase Invoice cannot be made against an existing asset {0},无法针对现有资产{0}创建采购发票,
Purchase Invoices,采购发票,
Purchase Orders,采购订单,
Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,采购收货单没有任何启用了保留样本的物料。,
Purchase Return,采购退货,
Qty of Finished Goods Item,成品数量,
Quality Inspection required for Item {0} to submit,提交物料 {0} 需进行质量检验,
Quantity to Manufacture,制造数量,
Quarterly,季度,
Queued,已排队,
Quick Entry,快速录入,
Quiz {0} does not exist,测验{0}不存在,
Quotation Amount,报价金额,
Rate or Discount is required for the price discount.,价格折扣需要Rate或Discount。,
Reason,原因,
Reconcile Entries,协调条目,
Reconcile this account,核对此账户,
Reconciled,已对账,
Recruitment,招聘,
Red,红,
Release date must be in the future,发布日期必须在将来,
Relieving Date must be greater than or equal to Date of Joining,取消日期必须大于或等于加入日期,
Rename,重命名,
Rename Not Allowed,重命名不允许,
Report Item,报告项目,
Report this Item,报告此项目,
Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,分包的预留数量：制造分包项目的原材料数量。,
Reset,重启,
Reset Service Level Agreement,重置服务水平协议,
Resetting Service Level Agreement.,重置服务水平协议。,
Return amount cannot be greater unclaimed amount,退货金额不能大于无人认领的金额,
Review,评论,
Room,房间,
Room Type,房型,
Row # ,行＃,
Row #{0}: Accepted Warehouse and Supplier Warehouse cannot be same,第＃0行：接受仓库和供应商仓库不能相同,
Row #{0}: Cannot delete item {1} which has already been billed.,第＃{0}行：无法删除已计费的项目{1}。,
Row #{0}: Cannot delete item {1} which has already been delivered,第{0}行：无法删除已交付的项目{1},
Row #{0}: Cannot delete item {1} which has already been received,第＃0行：无法删除已收到的项目{1},
Row #{0}: Cannot delete item {1} which is assigned to customer's purchase order.,第＃{0}行：无法删除分配给客户采购订单的项目{1}。,
Row #{0}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor,第{0}行：在向分包商供应原材料时无法选择供应商仓库,
Row #{0}: Cost Center {1} does not belong to company {2},第{0}行：成本中心{1}不属于公司{2},
Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,行号 #{0}：生产订单 {3} 中 {2} 数量的成品，工序 {1} 尚未完成。请通过作业卡 {4} 更新工序状态。,
Row #{0}: Payment document is required to complete the transaction,行＃{0}：完成交易需要付款文件,
Row #{0}: Quantity for Item {1} cannot be zero.,行 # {0}: 商品 {1} 的数量不能为零。,
Row #{0}: Serial No {1} does not belong to Batch {2},行＃{0}：序列号{1}不属于批次{2},
Row #{0}: Service End Date cannot be before Invoice Posting Date,行＃{0}：服务终止日期不能早于发票过账日期,
Row #{0}: Service Start Date cannot be greater than Service End Date,行＃{0}：服务开始日期不能大于服务结束日期,
Row #{0}: Service Start and End Date is required for deferred accounting,行＃{0}：延期计费需要服务开始和结束日期,
Row {0}: Invalid Item Tax Template for item {1},第{0}行：项目{1}的项目税模板无效,
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),第{0}行：在输入条目（{2} {3}）时，仓库{1}中{4}不可使用的数量,
Row {0}: user has not applied the rule {1} on the item {2},第{0}行：用户尚未在项目{2}上应用规则{1},
Row {0}:Sibling Date of Birth cannot be greater than today.,第{0}行：同级出生日期不能大于今天。,
Row({0}): {1} is already discounted in {2},行（{0}）：{1}已在{2}中打折,
Rows Added in {0},{0}中添加的行数,
Rows Removed in {0},在{0}中删除的行,
Save,保存,
Save Item,保存项目,
Saved Items,保存的物品,
Search Items ...,搜索项目......,
Search for a payment,搜索付款,
Search for anything ...,搜索任何东西......,
Search results for,搜索结果为,
Select Difference Account,选择差异账户,
Select a Default Priority.,选择默认优先级。,
Select a company,选择一家公司,
Select finance book for the item {0} at row {1},为行{1}中的项{0}选择财务手册,
Select only one Priority as Default.,仅选择一个优先级作为默认值。,
Seller Information,卖家信息,
Send,发送,
Send a message,发送一个消息,
Sending,发送中,
Sends Mails to lead or contact based on a Campaign schedule,根据营销活动计划向潜在客户或联系人发送邮件,
Serial Number Created,序列号已创建,
Serial Numbers Created,序列号已创建,
Serial no(s) required for serialized item {0},序列化项目{0}所需的序列号,
Series,系列,
Server Error,服务器错误,
Service Level Agreement has been changed to {0}.,服务水平协议已更改为{0}。,
Service Level Agreement was reset.,服务水平协议已重置。,
Service Level Agreement with Entity Type {0} and Entity {1} already exists.,与实体类型{0}和实体{1}的服务水平协议已存在。,
Set Meta Tags,设置元标记,
Set {0} in company {1},在公司{1}中设置{0},
Setup,设置,
Shift Management,班别管理,
Show Future Payments,显示未来付款,
Show Linked Delivery Notes,显示链接的送货单,
Show Sales Person,显示销售人员,
Show Stock Ageing Data,显示库存账龄数据,
Show Warehouse-wise Stock,显示仓库库存,
Size,尺寸,
Something went wrong while evaluating the quiz.,评估测验时出了点问题。,
Sr,序号,
Start,开始,
Start Date cannot be before the current date,开始日期不能早于当前日期,
Start Time,开始时间,
Status,状态,
Status must be Cancelled or Completed,状态必须已取消或已完成,
Stock Balance Report,库存余额报告,
Stock Entry has been already created against this Pick List,已经根据此选择列表创建了库存输入,
Stock Ledger ID,库存分类账编号,
Stock Value ({0}) and Account Balance ({1}) are out of sync for account {2} and its linked warehouses.,库存值（{0}）和账户余额（{1}）与账户{2}及其关联的仓库不同步。,
Stores - {0},仓库-{0},
Student with email {0} does not exist,电子邮件{0}的学生不存在,
Submit Review,提交审核,
Submitted,已提交,
Supplier Addresses And Contacts,供应商的地址和联系方式,
Synchronize this account,同步此账户,
Tag,标签,
Target Location is required while receiving Asset {0} from an employee,从员工那里收到资产{0}时需要目标位置,
Target Location is required while transferring Asset {0},转移资产{0}时需要目标位置,
Target Location or To Employee is required while receiving Asset {0},接收资产{0}时需要“目标位置”或“发给员工”,
Task's {0} End Date cannot be after Project's End Date.,任务的{0}结束日期不能晚于项目的结束日期。,
Task's {0} Start Date cannot be after Project's End Date.,任务的{0}开始日期不能晚于项目的结束日期。,
Tax Account not specified for Shopify Tax {0},没有为Shopify Tax {0}指定税务账户,
Tax Total,税收总额,
Template,模板,
The Campaign '{0}' already exists for the {1} '{2}',{1} '{2}' 的营销活动 '{0}' 已存在,
The difference between from time and To Time must be a multiple of Appointment,开始时间与结束时间的差必须是预约间隔的倍数,
The field Asset Account cannot be blank,字段资产账户不能为空,
The field Equity/Liability Account cannot be blank,字段权益/负债账户不能为空,
The following serial numbers were created: <br><br> {0},创建了以下序列号： <br><br> {0},
The parent account {0} does not exists in the uploaded template,上级模板中不存在上级账户{0},
The question cannot be duplicate,问题不能重复,
The selected payment entry should be linked with a creditor bank transaction,所选付款条目应与债权银行交易相关联,
The selected payment entry should be linked with a debtor bank transaction,所选付款条目应与债务人银行交易挂钩,
The total allocated amount ({0}) is greated than the paid amount ({1}).,总分配金额（{0}）大于付款金额（{1}）。,
This Service Level Agreement is specific to Customer {0},此服务级别协议特定于客户{0},
This action will unlink this account from any external service integrating ERPNext with your bank accounts. It cannot be undone. Are you certain ?,此操作将取消此账户与将ERPNext与您的银行账户集成的任何外部服务的链接。它无法撤销。你确定吗？,
This bank account is already synchronized,此银行账户已同步,
This bank transaction is already fully reconciled,此银行交易已完全对账,
This page keeps track of items you want to buy from sellers.,此页面会跟踪您要从卖家处购买的商品。,
This page keeps track of your items in which buyers have showed some interest.,此页面会跟踪您的商品，其中买家已表现出一些兴趣。,
Thursday,星期四,
Title,标题,
"To allow over billing, update ""Over Billing Allowance"" in Accounts Settings or the Item.",要允许超额结算，请在“账户设置”或“项目”中更新“超额结算限额”。,
"To allow over receipt / delivery, update ""Over Receipt/Delivery Allowance"" in Stock Settings or the Item.",要允许超过收货/交货，请在库存设置或项目中更新“超过收货/交货限额”。,
Total,总计,
Total Payment Request amount cannot be greater than {0} amount,总付款请求金额不能大于{0}金额,
Total payments amount can't be greater than {},付款总额不得超过{},
Totals,总计,
Transactions already retreived from the statement,已从报表中检索到的交易,
Transfer Material to Supplier,转移材料至供应商,
Transport Receipt No and Date are mandatory for your chosen Mode of Transport,您选择的运输方式必须提供运输收据号和日期,
Tuesday,星期二,
Type,类型,
Unable to update remote activity,无法更新远程活动,
Unknown Caller,未知的来电者,
Unlink external integrations,取消外部集成的链接,
Unpublish Item,取消发布项目,
Unreconciled,未对账,
Unsupported GST Category for E-Way Bill JSON generation,生成电子运单（E-Way Bill）JSON 时不支持的 GST 类别,
Update,更新,
Update Taxes for Items,更新项目税费,
"Upload a bank statement, link or reconcile a bank account",上传银行对账单，关联或核对银行账户,
Upload a statement,上传声明,
Use a name that is different from previous project name,使用与先前项目名称不同的名称,
User {0} is disabled,用户{0}已禁用,
Users and Permissions,用户和权限,
Valuation Rate required for Item {0} at row {1},第{1}行的第{0}项所需的估价率,
Values Out Of Sync,值不同步,
Vehicle Type is required if Mode of Transport is Road,如果运输方式为道路，则需要车辆类型,
Vendor Name,供应商名称,
Verify Email,验证邮件,
View,查看,
View all issues from {0},查看{0}中的所有问题,
View call log,查看通话记录,
Warehouse not found against the account {0},在账户{0}中找不到仓库,
Welcome to {0},欢迎{0},
Why do think this Item should be removed?,为什么认为这个项目应该删除？,
Workday {0} has been repeated.,工作日{0}已重复。,
XML Files Processed,处理的XML文件,
Year,年,
Yearly,每年,
You are not allowed to enroll for this course,您无权注册此课程,
You are not enrolled in program {0},您尚未加入计划{0},
You can Feature upto 8 items.,最多可以设置8个特色项目。,
You can publish upto 200 items.,您最多可以发布200个项目。,
You have to enable auto re-order in Stock Settings to maintain re-order levels.,您必须在库存设置中启用自动重新订购才能维持重新订购级别。,
You must be a registered supplier to generate e-Way Bill,您必须是注册供应商才能生成电子方式账单,
You need to login as a Marketplace User before you can add any reviews.,在添加任何评论之前，您需要以市场用户身份登录。,
Your Featured Items,你的特色商品,
Your Items,你的物品,
Your Profile,您的个人资料,
Your rating:,您的评分：,
and,和,
e-Way Bill already exists for this document,e-Way Bill已存在于本文件中,
woocommerce - {0},woocommerce-{0},
{0} Coupon used are {1}. Allowed quantity is exhausted,{0}使用的优惠券是{1}。允许数量已耗尽,
{0} bank transaction(s) created,创建了{0}银行交易,
{0} bank transaction(s) created and {1} errors,创建了{0}个银行交易和{1}个错误,
{0} can not be greater than {1},{0}不能大于{1},
{0} conversations,{0}次对话,
{0} is not a company bank account,{0}不是公司银行账户,
{0} is not a group node. Please select a group node as parent cost center,{0}不是组节点。请选择一个组节点作为父成本中心,
{0} is not the default supplier for any items.,{0}不是任何商品的默认供应商。,
{0} is required,{0}是必填项,
{0}: {1} must be less than {2},{0}：{1}必须小于{2},
{} is required to generate E-Way Bill JSON,{}需要生成e-Way Bill JSON,
"Invalid lost reason {0}, please create a new lost reason",无效的丢失原因{0}，请创建一个新的丢失原因,
Profit This Year,今年利润,
Total Expense,总费用,
Total Expense This Year,今年总费用,
Total Income,总收入,
Total Income This Year,今年总收入,
Barcode,条码,
DocType,DocType,
Download,下载,
Link,链接,
New,新,
Print,打印,
Reference Name,参考名称,
Refresh,刷新,
Success,成功,
Time,时间,
Value,值,
Add to Cart,加入购物车,
Days Since Last Order,自上次订购以来的天数,
In Stock,有库存,
Mode Of Payment,付款方式,
No students Found,找不到学生,
Not in Stock,无库存,
Please select a Customer,请选择一位客户,
Received From,收到自,
Sales Person,销售人员,
To date cannot be before From date,结束日期不能早于开始日期,
Write Off,核销,
{0} Created,{0}已创建,
Email Id,电子邮件地址,
Reference Doctype,参考文档类型,
Yes,是,
Actual,实际数据,
Add to cart,加入购物车,
Budget,预算,
Chart of Accounts,会计科目表,
Customer database.,客户数据库.,
Days Since Last order,自上次订购天数,
Download as JSON,下载为JSON,
End date can not be less than start date,结束日期不能小于开始日期,
For Default Supplier (Optional),对于默认供应商（可选）,
From date cannot be greater than To date,起始日期不能大于结束日期,
Group by,分组依据,
In stock,有库存,
Item name,物料名称,
Minimum Qty,最低数量,
More details,更多详情,
Nature of Supplies,供应性质,
No Items found.,未找到任何项目.,
No students found,找不到学生,
Not in stock,无库存,
Not permitted,不允许,
Partially ordered,部分订购,
Please select company first,请首先选择公司,
Please select patient,请选择患者,
Projected qty,预期可用数量,
Sales person,销售人员,
Serial No {0} Created,序列号{0}已创建,
Source Location is required for the Asset {0},资产{0}需要源位置,
Tax Id,税号,
To date cannot be before from date,结束日期不能早于起始日期,
Total Taxable value,应税总额,
Value or Qty,价值或数量,
Variance,差异,
Variant of,变体属于,
Write off,核销,
hours,小时,
received from,收到自,
to,到,
Cards,卡片,
Percentage,百分比,
Failed to setup defaults for country {0}. Please contact support@erpnext.com,无法设置国家/地区{0}的默认设置。请联系support@erpnext.com,
Row #{0}: Item {1} is not a Serialized/Batched Item. It cannot have a Serial No/Batch No against it.,行#{0}：项目{1}不是序列化/批量项目。它不能有序列号/批号。,
Please set {0},请设置{0},
Draft,草案,"docstatus,=,0"
Cancelled,已取消,"docstatus,=,2"
Please setup Instructor Naming System in Education > Education Settings,请在“教育”>“教育设置”中设置教师命名系统,
Please set Naming Series for {0} via Setup > Settings > Naming Series,请通过“设置”>“设置”>“命名系列”为{0}设置命名系列,
UOM Conversion factor ({0} -> {1}) not found for item: {2},找不到项目{2}的UOM转换因子（{0}->{1}）,
Item Code > Item Group > Brand,物料代码>物料组>品牌,
Customer > Customer Group > Territory,客户>客户组>地区,
Supplier > Supplier Type,供应商>供应商类型,
The value of {0} differs between Items {1} and {2},{0}的值在项目{1}和{2}之间有所不同,
Auto Fetch,自动获取,
Fetch Serial Numbers based on FIFO,根据FIFO获取序列号,
"Outward taxable supplies(other than zero rated, nil rated and exempted)",向外应税供应（零税率、零税率和免税除外）,
"To allow different rates, disable the {0} checkbox in {1}.",要允许不同费率，请禁用{1}中的{0}复选框。,
Asset{} {assets_link} created for {},为{}创建的资产{} {assets_link},
Row {}: Asset Naming Series is mandatory for the auto creation for item {},第{}行：对于项目{}的自动创建，必须使用资产命名系列,
Assets not created for {0}. You will have to create asset manually.,未为{0}创建资产。您将必须手动创建资产。,
{0} {1} has accounting entries in currency {2} for company {3}. Please select a receivable or payable account with currency {2}.,{0} {1}拥有公司{3}的币种为{2}的会计分录。请选择币种为{2}的应收或应付帐户。,
Invalid Account,无效账户,
Purchase Order Required,需要采购订单,
Purchase Receipt Required,需要采购收据,
Account Missing,账户缺失,
Requested,已请求,
Partially Paid,部分已付,
Invalid Account Currency,无效账户币种,
"Row {0}: The item {1}, quantity must be positive number",第{0}行：项目{1}，数量必须为正数,
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",请为批处理项目{1}设置{0}，该项目用于在提交时设置{2}。,
Expiry Date Mandatory,有效期必填,
Variant Item,变体项目,
BOM 1 {0} and BOM 2 {1} should not be same,BOM 1 {0}和BOM 2 {1}不应相同,
Note: Item {0} added multiple times,注意：项目{0}被多次添加,
YouTube,YouTube,
Vimeo,Vimeo,
Publish Date,发布日期,
Duration,持续时间,
Advanced Settings,高级设置,
Path,路径,
Components,组件,
Filter Based On,过滤基于,
Reqd by date,要求日期,
Manufacturer Part Number <b>{0}</b> is invalid,制造商零件编号<b>{0}</b>无效,
Invalid Part Number,无效零件号,
Select atleast one Social Media from Share on.,从“共享”中选择至少一个社交媒体。,
Invalid Scheduled Time,无效计划时间,
Length Must be less than 280.,长度必须小于280。,
Error while POSTING {0},发布{0}时出错,
"Session not valid, Do you want to login?",会话无效，您要登录吗？,
Session Active,会话活跃,
Session Not Active. Save doc to login.,会话未活跃。保存文档以登录。,
Error! Failed to get request token.,错误！无法获取请求令牌。,
Invalid {0} or {1},无效的{0}或{1},
Error! Failed to get access token.,错误！无法获取访问令牌。,
Invalid Consumer Key or Consumer Secret Key,无效消费者密钥或消费者秘密密钥,
Your Session will be expire in ,您的会话将在,
 days.,天后过期。,
Session is expired. Save doc to login.,会话已过期。保存文档以登录。,
Error While Uploading Image,上传图片时出错,
You Didn't have permission to access this API,您无权访问此API,
Valid Upto date cannot be before Valid From date,有效期至日期不能早于有效起始日期,
Valid From date not in Fiscal Year {0},有效起始日期不在会计年度 {0} 中,
Valid Upto date not in Fiscal Year {0},有效期至日期不在会计年度 {0} 中,
Group Roll No,组卷号,
Maintain Same Rate Throughout Sales Cycle,在整个销售周期保持相同费率,
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.",第{1}行：数量（{0}）不能为小数。为此，请在UOM {3}中禁用“{2}”。,
Must be Whole Number,必须为整数,
Please setup Razorpay Plan ID,请设置Razorpay计划ID,
Contact Creation Failed,联系人创建失败,
Leaves Expired,假期已过期,
Row #{}: {} of {} should be {}. Please modify the account or select a different account.,第{}行：{}的{}应为{}。请修改账户或选择其他账户。,
Row #{}: Please asign task to a member.,第{}行：请将任务分配给成员。,
Process Failed,处理失败,
Tally Migration Error,Tally迁移错误,
Please set Warehouse in Woocommerce Settings,请在Woocommerce设置中设置仓库,
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,第{0}行：交货仓库（{1}）和客户仓库（{2}）不能相同,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,第{0}行：“付款条款”表中的到期日期不能早于过账日期,
Cannot find {} for item {}. Please set the same in Item Master or Stock Settings.,找不到项目{}的{}。请在“物料主数据”或“库存设置”中进行相同设置。,
Row #{0}: The batch {1} has already expired.,行#{0}：批次{1}已过期。,
Start Year and End Year are mandatory,开始年和结束年为必填项,
GL Entry,总账分录,
Cannot allocate more than {0} against payment term {1},付款期{1}不能分配超过{0},
The root account {0} must be a group,根账户{0}必须为组,
Shipping rule not applicable for country {0} in Shipping Address,送货规则不适用于送货地址中的国家{0},
Get Payments from,从...获取付款,
Set Shipping Address or Billing Address,设置送货地址或账单地址,
Consultation Setup,咨询设置,
Fee Validity,费用有效性,
Laboratory Setup,实验室设置,
Dosage Form,剂型,
Records and History,记录与历史,
Patient Medical Record,患者医疗记录,
Rehabilitation,康复,
Exercise Type,锻炼类型,
Exercise Difficulty Level,锻炼难度等级,
Therapy Type,治疗类型,
Therapy Plan,治疗计划,
Therapy Session,治疗会话,
Motor Assessment Scale,运动评估量表,
[Important] [ERPNext] Auto Reorder Errors,[重要] [ERPNext]自动重新排序错误,
"Regards,",此致,
The following {0} were created: {1},已创建以下{0}：{1},
The {0} {1} created sucessfully,{0} {1}成功创建,
Add items in the Item Locations table,在 “物料位置” 表中添加物料,
Update Current Stock,更新当前库存,
"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item",{0}保留样品基于批次，请检查是否具有批次号以保留项目样品,
Empty,空,
BOM Qty,BOM数量,
Time logs are required for {0} {1},{0} {1}需要时间日志,
Total Completed Qty,完成总数量,
Qty to Manufacture,生产数量,
Social Media Campaigns,社交媒体活动,
Please set a Customer linked to the Patient,请设置与患者链接的客户,
Customer Not Found,客户未找到,
Please Configure Clinical Procedure Consumable Item in ,请在以下位置配置临床程序消耗品,
Missing Configuration,缺少配置,
Out Patient Consulting Charge Item,门诊咨询费用项目,
Inpatient Visit Charge Item,住院就诊费用项目,
OP Consulting Charge,门诊咨询费,
Inpatient Visit Charge,住院就诊费用,
Appointment Status,预约状态,
Test: ,测试：,
Collection Details: ,采集详细信息：,
{0} out of {1},{1} 中的 {0},
Select Therapy Type,选择治疗类型,
{0} sessions completed,{0} 次会话已完成,
{0} session completed,{0} 次会话已完成,
 out of {0},共 {0} 项,
Therapy Sessions,治疗会话,
Add Exercise Step,添加运动步骤,
Edit Exercise Step,编辑运动步骤,
Patient Appointments,患者预约,
Item with Item Code {0} already exists,项目代码为 {0} 的项目已存在,
Registration Fee cannot be negative or zero,登记费不能为负或零,
Configure a service Item for {0},为 {0} 配置服务项,
Temperature: ,温度：,
Pulse: ,脉搏：,
Respiratory Rate: ,呼吸频率：,
BP: ,血压：,
BMI: ,体重指数：,
Note: ,备注：,
Check Availability,检查可用性,
Please select Patient first,请先选择患者,
Please select a Mode of Payment first,请先选择支付方式,
Please set the Paid Amount first,请先设置支付金额,
Not Therapies Prescribed,没有处方疗法,
There are no Therapies prescribed for Patient {0},没有为患者 {0} 处方任何疗法,
Appointment date and Healthcare Practitioner are Mandatory,预约日期和医护人员为必填项,
No Prescribed Procedures found for the selected Patient,未找到所选患者的处方流程,
Please select a Patient first,请先选择一个患者,
There are no procedure prescribed for ,没有处方的流程,
Prescribed Therapies,处方疗法,
Appointment overlaps with ,预约与,
{0} has appointment scheduled with {1} at {2} having {3} minute(s) duration.,{0} 已与 {1} 安排了 {2} 时间段的 {3} 分钟预约。,
Appointments Overlapping,预约重叠,
Consulting Charges: {0},咨询费用：{0},
Appointment Cancelled. Please review and cancel the invoice {0},预约已取消。请查看并取消发票 {0},
Appointment Cancelled.,预约已取消。,
Fee Validity {0} updated.,费用有效期 {0} 已更新。,
Practitioner Schedule Not Found,找不到医生日程,
{0} is on a Half day Leave on {1},{0} 在 {1} 休假半天,
{0} is on Leave on {1},{0} 在 {1} 休假,
{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner,{0} 没有医护人员日程。请在医护人员中添加。,
Healthcare Service Units,医疗服务单元,
Complete and Consume,完成并消耗,
Complete {0} and Consume Stock?,完成 {0} 并消耗库存吗？,
Complete {0}?,完成 {0} 吗？,
Stock quantity to start the Procedure is not available in the Warehouse {0}. Do you want to record a Stock Entry?,仓库 {0} 中没有启动该流程的库存数量。您是否要记录库存条目？,
{0} as on {1},{0} 截至 {1},
Clinical Procedure ({0}):,临床流程（{0}）：,
Please set Customer in Patient {0},请在患者 {0} 中设置客户,
Item {0} is not active,项目 {0} 未激活,
Therapy Plan {0} created successfully.,治疗方案 {0} 已成功创建。,
Symptoms: ,症状：,
No Symptoms,无症状,
Diagnosis: ,诊断：,
No Diagnosis,无诊断,
Drug(s) Prescribed.,处方药物。,
Test(s) Prescribed.,处方检查。,
Procedure(s) Prescribed.,处方流程。,
Counts Completed: {0},已完成计数：{0},
Patient Assessment,病人评估,
Assessments,评估,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,科目（或组），用于制作会计分录入和维护余额。,
Account Name,科目名称,
Inter Company Account,公司间交易科目,
Parent Account,父科目,
Setting Account Type helps in selecting this Account in transactions.,设置科目类型有助于在交易中选择该科目。,
Chargeable,可计费的,
Rate at which this tax is applied,此税率应用的费率,
Frozen,已冻结,
"If the account is frozen, entries are allowed to restricted users.",如果科目被冻结，则只有特定用户才能创建分录入。,
Balance must be,余额必须为,
Lft,左,
Rgt,右,
Old Parent,原父科目,
Include in gross,计入总额,
Auditor,审计员,
Accounting Dimension,会计维度,
Dimension Name,维度名称,
Dimension Defaults,维度默认值,
Accounting Dimension Detail,会计维度详情,
Default Dimension,默认维度,
Mandatory For Balance Sheet,资产负债表必需,
Mandatory For Profit and Loss Account,损益表必需,
Accounting Period,会计期间,
Period Name,期间名称,
Closed Documents,已关闭的文档,
Accounts Settings,会计设置,
Settings for Accounts,科目设置,
Make Accounting Entry For Every Stock Movement,为每个库存移动创建会计分录入,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,拥有此角色的用户可设置冻结科目，并创建/修改冻结科目的会计分录入,
Determine Address Tax Category From,确定地址税务类别,
Over Billing Allowance (%),超账单容差（%）,
Credit Controller,信用控制器,
Check Supplier Invoice Number Uniqueness,检查供应商发票编号唯一性,
Make Payment via Journal Entry,通过手工日记账进行付款,
Unlink Payment on Cancellation of Invoice,取消发票时取消链接付款,
Book Asset Depreciation Entry Automatically,自动创建固定资产折旧分录入,
Automatically Add Taxes and Charges from Item Tax Template,从项目税务模板自动添加税费,
Automatically Fetch Payment Terms,自动获取付款条件,
Show Payment Schedule in Print,在打印中显示付款计划,
Currency Exchange Settings,货币汇率设置,
Allow Stale Exchange Rates,允许使用陈旧汇率,
Stale Days,陈旧天数,
Report Settings,报告设置,
Use Custom Cash Flow Format,使用自定义现金流量表格式,
Allowed To Transact With,允许与...交易,
SWIFT number,SWIFT代码,
Branch Code,分行代码,
Address and Contact,地址和联系信息,
Address HTML,地址HTML,
Contact HTML,联系HTML,
Data Import Configuration,数据导入配置,
Bank Transaction Mapping,银行交易映射,
Plaid Access Token,Plaid访问令牌,
Company Account,公司账户,
Account Subtype,账户子类型,
Is Default Account,是默认账户,
Is Company Account,是公司账户,
Party Details,对方详细信息,
Account Details,账户详情,
IBAN,IBAN,
Bank Account No,银行账号,
Integration Details,集成详情,
Integration ID,集成ID,
Last Integration Date,最后集成日期,
Change this date manually to setup the next synchronization start date,手动更改此日期以设置下次同步开始日期,
Mask,掩码,
Bank Account Subtype,银行账户子类型,
Bank Account Type,银行账户类型,
Bank Guarantee,银行担保,
Bank Guarantee Type,银行担保类型,
Receiving,接收,
Providing,提供,
Reference Document Name,参考文档名称,
Validity in Days,有效期（天）,
Bank Account Info,银行账户信息,
Clauses and Conditions,条款与条件,
Other Details,其他详细信息,
Bank Guarantee Number,银行担保编号,
Name of Beneficiary,受益人名称,
Margin Money,保证金,
Charges Incurred,发生费用,
Fixed Deposit Number,定期存款编号,
Account Currency,账户货币,
Select the Bank Account to reconcile.,选择要核对的银行账户。,
Include Reconciled Entries,包括已核对分录,
Get Payment Entries,获取付款条目,
Payment Entries,付款条目,
Update Clearance Date,更新结算日期,
Bank Reconciliation Detail,银行核对详情,
Cheque Number,支票号码,
Cheque Date,支票日期,
Statement Header Mapping,对账单标题映射,
Statement Headers,对账单标题,
Transaction Data Mapping,交易数据映射,
Mapped Items,已映射项,
Bank Statement Settings Item,银行对账单设置项目,
Mapped Header,已映射标题,
Bank Header,银行标题,
Bank Statement Transaction Entry,银行对账单交易条目,
Bank Transaction Entries,银行交易条目,
New Transactions,新交易,
Match Transaction to Invoices,将交易与发票匹配,
Create New Payment/Journal Entry,创建新付款/日记账条目,
Submit/Reconcile Payments,提交/核对付款,
Matching Invoices,匹配发票,
Payment Invoice Items,付款发票项,
Reconciled Transactions,已核对交易,
Bank Statement Transaction Invoice Item,银行对账单交易发票项,
Payment Description,付款描述,
Invoice Date,发票日期,
invoice,发票,
Bank Statement Transaction Payment Item,银行对账单交易付款项,
outstanding_amount,未结金额,
Payment Reference,付款参考,
Bank Statement Transaction Settings Item,银行对账单交易设置项,
